2.389044514715800815e+00,-1.035337937163517852e+00
1.033843506028255810e+00,-6.508585611763075818e-01
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.244341279700366565e+00,1.102793047249251979e+00
1.716307637305302114e+00,-1.036033415228131194e+00
1.716307637305302114e+00,-1.036033415228131194e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-7.703675411391707195e-01,1.102793047249251979e+00
1.170414150314597279e+00,4.235704996902180108e-02
-8.929309398576826817e-01,1.102793047249251979e+00
-5.458625218992300132e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
1.716307637305302114e+00,-1.036033415228131194e+00
-6.882695185055009990e-01,-9.799543914984888415e-01
1.716307637305302114e+00,-1.036033415228131194e+00
1.043570759894804301e+00,-1.292836886420884568e+00
1.716307637305302114e+00,-1.036033415228131194e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
1.683234974159037112e+00,4.235704996902180108e-02
-7.703675411391707195e-01,1.102793047249251979e+00
-8.929309398576826817e-01,1.102793047249251979e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
1.252901263102929263e+00,-1.036033415228131194e+00
-6.882695185055009990e-01,-9.799543914984888415e-01
1.043570759894804301e+00,-1.299741296106843302e+00
-8.917636693936968895e-01,1.102793047249251979e+00
2.389044514715800815e+00,-1.035337937163517852e+00
1.033843506028255810e+00,-6.508585611763075818e-01
-8.559673751647981499e-01,1.102793047249251979e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.244341279700366565e+00,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
1.033843506028255810e+00,-1.292836886420884568e+00
1.170414150314597279e+00,4.235704996902180108e-02
-6.952731412894158636e-01,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
1.043570759894804301e+00,-1.299741296106843302e+00
-5.458625218992300132e-01,1.102793047249251979e+00
2.389044514715800815e+00,-1.035337937163517852e+00
-7.703675411391707195e-01,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
1.043570759894804301e+00,-1.292836886420884568e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
1.716307637305302114e+00,-1.036033415228131194e+00
1.244341279700366565e+00,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
1.170414150314597279e+00,4.235704996902180108e-02
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
1.033843506028255810e+00,-1.292836886420884568e+00
9.688654501997112645e-01,-1.299741296106843302e+00
9.688654501997112645e-01,-1.299741296106843302e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
1.252901263102929263e+00,-1.036033415228131194e+00
1.683234974159037112e+00,4.235704996902180108e-02
-8.929309398576826817e-01,1.102793047249251979e+00
-8.917636693936968895e-01,1.102793047249251979e+00
-8.559673751647981499e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
-8.614146373300652915e-01,1.102793047249251979e+00
1.252901263102929263e+00,-1.036033415228131194e+00
-5.458625218992300132e-01,1.102793047249251979e+00
-8.917636693936968895e-01,1.102793047249251979e+00
-7.703675411391707195e-01,1.102793047249251979e+00
-8.559673751647981499e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
1.737707595811709638e+00,-1.036033415228131194e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
1.043570759894804301e+00,-1.292836886420884568e+00
9.688654501997112645e-01,-1.299741296106843302e+00
9.688654501997112645e-01,-1.299741296106843302e+00
1.244341279700366565e+00,1.102793047249251979e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
1.170414150314597279e+00,4.235704996902180108e-02
-8.929309398576826817e-01,1.102793047249251979e+00
-5.458625218992300132e-01,1.102793047249251979e+00
-7.703675411391707195e-01,1.102793047249251979e+00
1.716307637305302114e+00,-1.036033415228131194e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.043570759894804301e+00,-1.299741296106843302e+00
1.043570759894804301e+00,-6.508585611763075818e-01
9.688654501997112645e-01,-1.299741296106843302e+00
9.688654501997112645e-01,-1.299741296106843302e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-8.929309398576826817e-01,1.102793047249251979e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-8.614146373300652915e-01,1.102793047249251979e+00
2.389044514715800815e+00,-1.035337937163517852e+00
-8.917636693936968895e-01,1.102793047249251979e+00
1.737707595811709638e+00,-1.036033415228131194e+00
1.716307637305302114e+00,-1.036033415228131194e+00
1.745100308750286322e+00,-1.035854510872404655e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
-8.559673751647981499e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
9.568036554051910780e-01,1.214098676595220194e+00
1.244341279700366565e+00,1.102793047249251979e+00
1.170414150314597279e+00,4.235704996902180108e-02
-6.952731412894158636e-01,1.102793047249251979e+00
1.716307637305302114e+00,-1.036033415228131194e+00
-6.882695185055009990e-01,-9.799543914984888415e-01
1.043570759894804301e+00,-1.299741296106843302e+00
1.745100308750286322e+00,-1.035854510872404655e+00
1.033843506028255810e+00,-1.292836886420884568e+00
-5.458625218992300132e-01,1.102793047249251979e+00
1.737707595811709638e+00,-1.036033415228131194e+00
1.716307637305302114e+00,-1.036033415228131194e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.745100308750286322e+00,-1.035854510872404655e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
1.244341279700366565e+00,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
1.033843506028255810e+00,-1.292836886420884568e+00
1.170414150314597279e+00,4.235704996902180108e-02
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
2.389044514715800815e+00,-1.035337937163517852e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-7.703675411391707195e-01,1.102793047249251979e+00
1.033843506028255810e+00,-1.292836886420884568e+00
-8.929309398576826817e-01,1.102793047249251979e+00
-8.917636693936968895e-01,1.102793047249251979e+00
1.033843506028255810e+00,-1.292836886420884568e+00
-8.559673751647981499e-01,1.102793047249251979e+00
9.568036554051910780e-01,1.214098676595220194e+00
1.033843506028255810e+00,-1.292836886420884568e+00
-8.614146373300652915e-01,1.102793047249251979e+00
2.389044514715800815e+00,-1.035337937163517852e+00
-6.882695185055009990e-01,-9.799543914984888415e-01
1.043570759894804301e+00,-1.299741296106843302e+00
1.033843506028255810e+00,-1.292836886420884568e+00
-5.458625218992300132e-01,1.102793047249251979e+00
-8.917636693936968895e-01,1.102793047249251979e+00
1.716307637305302114e+00,-1.036033415228131194e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.043570759894804301e+00,-1.292836886420884568e+00
-8.559673751647981499e-01,1.102793047249251979e+00
9.688654501997112645e-01,-6.508585611763075818e-01
9.568036554051910780e-01,1.214098676595220194e+00
9.688654501997112645e-01,-6.508585611763075818e-01
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
-6.882695185055009990e-01,-9.799543914984888415e-01
1.244341279700366565e+00,1.102793047249251979e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
1.043570759894804301e+00,-1.299741296106843302e+00
-7.703675411391707195e-01,1.102793047249251979e+00
-8.929309398576826817e-01,1.102793047249251979e+00
-5.458625218992300132e-01,1.102793047249251979e+00
1.258348525268196294e+00,-1.035598882663444131e+00
1.170414150314597279e+00,4.235704996902180108e-02
1.043570759894804301e+00,-6.508585611763075818e-01
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-7.703675411391707195e-01,1.102793047249251979e+00
-8.929309398576826817e-01,1.102793047249251979e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
1.043570759894804301e+00,-1.292836886420884568e+00
-8.917636693936968895e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
9.688654501997112645e-01,-6.508585611763075818e-01
9.688654501997112645e-01,-6.508585611763075818e-01
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
-8.559673751647981499e-01,1.102793047249251979e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.716307637305302114e+00,-1.036033415228131194e+00
1.244341279700366565e+00,1.102793047249251979e+00
1.033843506028255810e+00,-1.299741296106843302e+00
-6.952731412894158636e-01,1.102793047249251979e+00
1.258348525268196294e+00,-1.035598882663444131e+00
-5.458625218992300132e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
9.688654501997112645e-01,-6.508585611763075818e-01
1.033843506028255810e+00,-1.292836886420884568e+00
9.688654501997112645e-01,-6.508585611763075818e-01
1.170414150314597279e+00,4.235704996902180108e-02
-4.100700579222122388e-01,1.102793047249251979e+00
2.389044514715800815e+00,-1.035337937163517852e+00
1.244341279700366565e+00,1.102793047249251979e+00
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
1.716307637305302114e+00,-1.036033415228131194e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
1.258348525268196294e+00,-1.035598882663444131e+00
-7.703675411391707195e-01,1.102793047249251979e+00
-8.917636693936968895e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
1.170414150314597279e+00,4.235704996902180108e-02
-8.559673751647981499e-01,1.102793047249251979e+00
1.716307637305302114e+00,-1.036033415228131194e+00
-8.929309398576826817e-01,1.102793047249251979e+00
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-6.508585611763075818e-01
1.716307637305302114e+00,-1.036033415228131194e+00
-5.458625218992300132e-01,1.102793047249251979e+00
-8.917636693936968895e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
-8.559673751647981499e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
2.389044514715800815e+00,-1.035337937163517852e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.244341279700366565e+00,1.102793047249251979e+00
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-7.703675411391707195e-01,1.102793047249251979e+00
-5.458625218992300132e-01,1.102793047249251979e+00
-6.882695185055009990e-01,-9.799543914984888415e-01
2.389044514715800815e+00,-1.035337937163517852e+00
1.170414150314597279e+00,4.235704996902180108e-02
-8.929309398576826817e-01,1.102793047249251979e+00
2.534953322714028623e+00,-9.799543914984888415e-01
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-7.703675411391707195e-01,1.102793047249251979e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.043570759894804301e+00,-1.292836886420884568e+00
-8.917636693936968895e-01,1.102793047249251979e+00
-8.559673751647981499e-01,1.102793047249251979e+00
-8.929309398576826817e-01,1.102793047249251979e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.244341279700366565e+00,1.102793047249251979e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-6.882695185055009990e-01,-9.799543914984888415e-01
1.033843506028255810e+00,-1.292836886420884568e+00
-5.458625218992300132e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
-7.703675411391707195e-01,1.102793047249251979e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.170414150314597279e+00,4.235704996902180108e-02
-4.100700579222122388e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
1.033843506028255810e+00,-1.292836886420884568e+00
2.534953322714028623e+00,-9.799543914984888415e-01
1.244341279700366565e+00,1.102793047249251979e+00
1.033843506028255810e+00,-6.508585611763075818e-01
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
-6.882695185055009990e-01,-9.799543914984888415e-01
9.688654501997112645e-01,-6.508585611763075818e-01
1.033843506028255810e+00,-1.292836886420884568e+00
9.688654501997112645e-01,-6.508585611763075818e-01
-8.711418911966137824e-01,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-8.917636693936968895e-01,1.102793047249251979e+00
1.033843506028255810e+00,-1.292836886420884568e+00
-8.559673751647981499e-01,1.102793047249251979e+00
1.170414150314597279e+00,4.235704996902180108e-02
2.534953322714028623e+00,-9.799543914984888415e-01
-8.929309398576826817e-01,1.102793047249251979e+00
-8.614146373300652915e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.299741296106843302e+00
-5.458625218992300132e-01,1.102793047249251979e+00
-8.462401212982495480e-01,1.102793047249251979e+00
9.727563517463306830e-01,-1.036033415228131194e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.043570759894804301e+00,-6.508585611763075818e-01
-7.703675411391707195e-01,1.102793047249251979e+00
-8.917636693936968895e-01,1.102793047249251979e+00
2.389044514715800815e+00,-1.035337937163517852e+00
-8.559673751647981499e-01,1.102793047249251979e+00
1.043570759894804301e+00,-1.292836886420884568e+00
-6.952731412894158636e-01,1.102793047249251979e+00
-4.100700579222122388e-01,1.102793047249251979e+00
9.688654501997112645e-01,-6.508585611763075818e-01
9.688654501997112645e-01,-6.508585611763075818e-01
-8.711418911966137824e-01,1.102793047249251979e+00
1.244341279700366565e+00,1.102793047249251979e+00
1.683234974159037112e+00,4.235704996902180108e-02
-5.458625218992300132e-01,1.102793047249251979e+00
-7.703675411391707195e-01,1.102793047249251979e+00
9.346255165894604700e-01,-1.036033415228131194e+00
1.033843506028255810e+00,-1.292836886420884568e+00
1.043570759894804301e+00,-1.292836886420884568e+00
1.170414150314597279e+00,4.235704996902180108e-02
-8.929309398576826817e-01,1.102793047249251979e+00
9.688654501997112645e-01,-6.508585611763075818e-01
